sale_id,sale_date,store_id,product_id,quantity,revenue
6497,2026-07-19,S01,P006,10,7990.0
6498,2026-07-19,S01,P007,2,2598.0
6499,2026-07-19,S01,P008,3,2097.0
6500,2026-07-19,S01,P009,3,7497.0
6501,2026-07-19,S01,P010,5,4495.0
6502,2026-07-19,S01,P011,3,4797.0
6503,2026-07-19,S01,P012,2,3798.0
6504,2026-07-19,S01,P014,6,1794.0
6505,2026-07-19,S01,P017,2,23998.0
6506,2026-07-19,S01,P019,3,1497.0
6507,2026-07-19,S01,P020,2,698.0
6508,2026-07-19,S01,P021,9,891.0
6509,2026-07-19,S01,P022,2,798.0
6510,2026-07-19,S01,P023,1,249.0
6511,2026-07-19,S01,P024,2,2598.0
6512,2026-07-19,S01,P025,4,1396.0
6513,2026-07-19,S01,P028,3,897.0
6514,2026-07-19,S01,P029,9,2241.0
6515,2026-07-19,S01,P030,6,1194.0
6516,2026-07-19,S01,P031,3,2097.0
6517,2026-07-19,S01,P032,3,1047.0
6518,2026-07-19,S01,P033,3,597.0
6519,2026-07-19,S01,P034,5,395.0
6520,2026-07-19,S01,P035,4,236.0
6521,2026-07-19,S01,P036,4,516.0
6522,2026-07-19,S01,P037,1,149.0
6523,2026-07-19,S01,P038,3,747.0
6524,2026-07-19,S01,P039,3,87.0
6525,2026-07-19,S01,P040,1,449.0
6526,2026-07-19,S02,P001,4,3596.0
6527,2026-07-19,S02,P002,3,4497.0
6528,2026-07-19,S02,P003,2,2598.0
6529,2026-07-19,S02,P004,3,747.0
6530,2026-07-19,S02,P005,5,995.0
6531,2026-07-19,S02,P006,8,6392.0
6532,2026-07-19,S02,P008,1,699.0
6533,2026-07-19,S02,P010,4,3596.0
6534,2026-07-19,S02,P011,6,9594.0
6535,2026-07-19,S02,P012,3,5697.0
6536,2026-07-19,S02,P013,2,7998.0
6537,2026-07-19,S02,P014,1,299.0
6538,2026-07-19,S02,P019,4,1996.0
6539,2026-07-19,S02,P020,2,698.0
6540,2026-07-19,S02,P021,7,693.0
6541,2026-07-19,S02,P022,1,399.0
6542,2026-07-19,S02,P024,4,5196.0
6543,2026-07-19,S02,P025,3,1047.0
6544,2026-07-19,S02,P026,1,799.0
6545,2026-07-19,S02,P028,1,299.0
6546,2026-07-19,S02,P029,2,498.0
6547,2026-07-19,S02,P030,4,796.0
6548,2026-07-19,S02,P032,2,698.0
6549,2026-07-19,S02,P033,3,597.0
6550,2026-07-19,S02,P034,12,948.0
6551,2026-07-19,S02,P035,4,236.0
6552,2026-07-19,S02,P036,3,387.0
6553,2026-07-19,S02,P040,4,1796.0
6554,2026-07-19,S03,P001,2,1798.0
6555,2026-07-19,S03,P002,3,4497.0
6556,2026-07-19,S03,P003,5,6495.0
6557,2026-07-19,S03,P004,6,1494.0
6558,2026-07-19,S03,P005,7,1393.0
6559,2026-07-19,S03,P006,12,9588.0
6560,2026-07-19,S03,P007,1,1299.0
6561,2026-07-19,S03,P008,2,1398.0
6562,2026-07-19,S03,P009,1,2499.0
6563,2026-07-19,S03,P010,5,4495.0
6564,2026-07-19,S03,P011,4,6396.0
6565,2026-07-19,S03,P014,2,598.0
6566,2026-07-19,S03,P019,2,998.0
6567,2026-07-19,S03,P020,3,1047.0
6568,2026-07-19,S03,P021,7,693.0
6569,2026-07-19,S03,P022,3,1197.0
6570,2026-07-19,S03,P023,2,498.0
6571,2026-07-19,S03,P024,1,1299.0
6572,2026-07-19,S03,P025,3,1047.0
6573,2026-07-19,S03,P027,3,1797.0
6574,2026-07-19,S03,P028,2,598.0
6575,2026-07-19,S03,P029,3,747.0
6576,2026-07-19,S03,P030,1,199.0
6577,2026-07-19,S03,P031,1,699.0
6578,2026-07-19,S03,P032,7,2443.0
6579,2026-07-19,S03,P033,3,597.0
6580,2026-07-19,S03,P034,5,395.0
6581,2026-07-19,S03,P035,7,413.0
6582,2026-07-19,S03,P037,5,745.0
6583,2026-07-19,S03,P038,1,249.0
6584,2026-07-19,S03,P039,4,116.0
6585,2026-07-19,S03,P040,1,449.0
6586,2026-07-19,S04,P001,7,6293.0
6587,2026-07-19,S04,P002,5,7495.0
6588,2026-07-19,S04,P003,2,2598.0
6589,2026-07-19,S04,P004,6,1494.0
6590,2026-07-19,S04,P005,7,1393.0
6591,2026-07-19,S04,P006,8,6392.0
6592,2026-07-19,S04,P007,4,5196.0
6593,2026-07-19,S04,P008,1,699.0
6594,2026-07-19,S04,P010,4,3596.0
6595,2026-07-19,S04,P013,1,3999.0
6596,2026-07-19,S04,P014,1,299.0
6597,2026-07-19,S04,P018,2,17998.0
6598,2026-07-19,S04,P019,3,1497.0
6599,2026-07-19,S04,P020,2,698.0
6600,2026-07-19,S04,P021,5,495.0
6601,2026-07-19,S04,P022,1,399.0
6602,2026-07-19,S04,P023,2,498.0
6603,2026-07-19,S04,P024,3,3897.0
6604,2026-07-19,S04,P025,2,698.0
6605,2026-07-19,S04,P028,2,598.0
6606,2026-07-19,S04,P029,6,1494.0
6607,2026-07-19,S04,P030,1,199.0
6608,2026-07-19,S04,P031,2,1398.0
6609,2026-07-19,S04,P032,1,349.0
6610,2026-07-19,S04,P033,3,597.0
6611,2026-07-19,S04,P034,8,632.0
6612,2026-07-19,S04,P035,6,354.0
6613,2026-07-19,S04,P036,2,258.0
6614,2026-07-19,S04,P037,6,894.0
6615,2026-07-19,S04,P038,2,498.0
6616,2026-07-19,S04,P040,1,449.0
6617,2026-07-19,S05,P001,2,1798.0
6618,2026-07-19,S05,P002,1,1499.0
6619,2026-07-19,S05,P003,1,1299.0
6620,2026-07-19,S05,P004,7,1743.0
6621,2026-07-19,S05,P005,3,597.0
6622,2026-07-19,S05,P006,4,3196.0
6623,2026-07-19,S05,P007,1,1299.0
6624,2026-07-19,S05,P009,2,4998.0
6625,2026-07-19,S05,P011,1,1599.0
6626,2026-07-19,S05,P012,1,1899.0
6627,2026-07-19,S05,P014,1,299.0
6628,2026-07-19,S05,P019,4,1996.0
6629,2026-07-19,S05,P020,3,1047.0
6630,2026-07-19,S05,P021,4,396.0
6631,2026-07-19,S05,P022,1,399.0
6632,2026-07-19,S05,P023,2,498.0
6633,2026-07-19,S05,P024,1,1299.0
6634,2026-07-19,S05,P025,1,349.0
6635,2026-07-19,S05,P027,1,599.0
6636,2026-07-19,S05,P028,2,598.0
6637,2026-07-19,S05,P029,1,249.0
6638,2026-07-19,S05,P030,4,796.0
6639,2026-07-19,S05,P031,2,1398.0
6640,2026-07-19,S05,P032,2,698.0
6641,2026-07-19,S05,P034,1,79.0
6642,2026-07-19,S05,P035,3,177.0
6643,2026-07-19,S05,P036,1,129.0
6644,2026-07-19,S05,P038,1,249.0
6645,2026-07-19,S05,P039,1,29.0
6646,2026-07-19,S05,P040,1,449.0
6647,2026-07-20,S01,P001,4,3596.0
6648,2026-07-20,S01,P002,1,1499.0
6649,2026-07-20,S01,P003,2,2598.0
6650,2026-07-20,S01,P004,4,996.0
6651,2026-07-20,S01,P005,8,1592.0
6652,2026-07-20,S01,P006,5,3995.0
6653,2026-07-20,S01,P008,1,699.0
6654,2026-07-20,S01,P009,4,9996.0
6655,2026-07-20,S01,P010,1,899.0
6656,2026-07-20,S01,P011,1,1599.0
6657,2026-07-20,S01,P012,1,1899.0
6658,2026-07-20,S01,P013,1,3999.0
6659,2026-07-20,S01,P014,4,1196.0
6660,2026-07-20,S01,P019,2,998.0
6661,2026-07-20,S01,P020,2,698.0
6662,2026-07-20,S01,P021,2,198.0
6663,2026-07-20,S01,P022,1,399.0
6664,2026-07-20,S01,P023,3,747.0
6665,2026-07-20,S01,P024,2,2598.0
6666,2026-07-20,S01,P025,5,1745.0
6667,2026-07-20,S01,P028,3,897.0
6668,2026-07-20,S01,P029,3,747.0
6669,2026-07-20,S01,P030,3,597.0
6670,2026-07-20,S01,P032,3,1047.0
6671,2026-07-20,S01,P033,1,199.0
6672,2026-07-20,S01,P034,4,316.0
6673,2026-07-20,S01,P035,7,413.0
6674,2026-07-20,S01,P036,2,258.0
6675,2026-07-20,S01,P037,1,149.0
6676,2026-07-20,S01,P038,1,249.0
6677,2026-07-20,S01,P039,1,29.0
6678,2026-07-20,S01,P040,2,898.0
6679,2026-07-20,S02,P001,2,1798.0
6680,2026-07-20,S02,P002,2,2998.0
6681,2026-07-20,S02,P003,3,3897.0
6682,2026-07-20,S02,P004,4,996.0
6683,2026-07-20,S02,P005,10,1990.0
6684,2026-07-20,S02,P006,7,5593.0
6685,2026-07-20,S02,P007,1,1299.0
6686,2026-07-20,S02,P008,2,1398.0
6687,2026-07-20,S02,P009,3,7497.0
6688,2026-07-20,S02,P010,2,1798.0
6689,2026-07-20,S02,P011,2,3198.0
6690,2026-07-20,S02,P012,1,1899.0
6691,2026-07-20,S02,P013,3,11997.0
6692,2026-07-20,S02,P014,3,897.0
6693,2026-07-20,S02,P016,1,7499.0
6694,2026-07-20,S02,P018,1,8999.0
6695,2026-07-20,S02,P019,1,499.0
6696,2026-07-20,S02,P020,2,698.0
6697,2026-07-20,S02,P021,8,792.0
6698,2026-07-20,S02,P022,1,399.0
6699,2026-07-20,S02,P023,2,498.0
6700,2026-07-20,S02,P025,4,1396.0
6701,2026-07-20,S02,P027,1,599.0
6702,2026-07-20,S02,P028,1,299.0
6703,2026-07-20,S02,P029,2,498.0
6704,2026-07-20,S02,P030,4,796.0
6705,2026-07-20,S02,P032,1,349.0
6706,2026-07-20,S02,P033,5,995.0
6707,2026-07-20,S02,P034,3,237.0
6708,2026-07-20,S02,P035,3,177.0
6709,2026-07-20,S02,P040,2,898.0
6710,2026-07-20,S03,P001,2,1798.0
6711,2026-07-20,S03,P002,2,2998.0
6712,2026-07-20,S03,P003,2,2598.0
6713,2026-07-20,S03,P004,3,747.0
6714,2026-07-20,S03,P005,2,398.0
6715,2026-07-20,S03,P006,9,7191.0
6716,2026-07-20,S03,P007,3,3897.0
6717,2026-07-20,S03,P008,1,699.0
6718,2026-07-20,S03,P009,2,4998.0
6719,2026-07-20,S03,P011,1,1599.0
6720,2026-07-20,S03,P012,1,1899.0
6721,2026-07-20,S03,P013,3,11997.0
6722,2026-07-20,S03,P014,3,897.0
6723,2026-07-20,S03,P015,1,5499.0
6724,2026-07-20,S03,P018,1,8999.0
6725,2026-07-20,S03,P019,2,998.0
6726,2026-07-20,S03,P020,4,1396.0
6727,2026-07-20,S03,P021,8,792.0
6728,2026-07-20,S03,P022,2,798.0
6729,2026-07-20,S03,P023,2,498.0
6730,2026-07-20,S03,P024,1,1299.0
6731,2026-07-20,S03,P025,6,2094.0
6732,2026-07-20,S03,P028,4,1196.0
6733,2026-07-20,S03,P029,6,1494.0
6734,2026-07-20,S03,P030,4,796.0
6735,2026-07-20,S03,P032,1,349.0
6736,2026-07-20,S03,P033,1,199.0
6737,2026-07-20,S03,P034,5,395.0
6738,2026-07-20,S03,P035,3,177.0
6739,2026-07-20,S03,P036,3,387.0
6740,2026-07-20,S03,P037,1,149.0
6741,2026-07-20,S03,P038,2,498.0
6742,2026-07-20,S03,P040,2,898.0
6743,2026-07-20,S04,P001,2,1798.0
6744,2026-07-20,S04,P002,1,1499.0
6745,2026-07-20,S04,P003,2,2598.0
6746,2026-07-20,S04,P004,5,1245.0
6747,2026-07-20,S04,P005,8,1592.0
6748,2026-07-20,S04,P006,2,1598.0
6749,2026-07-20,S04,P007,1,1299.0
6750,2026-07-20,S04,P009,4,9996.0
6751,2026-07-20,S04,P010,5,4495.0
6752,2026-07-20,S04,P011,3,4797.0
6753,2026-07-20,S04,P012,1,1899.0
6754,2026-07-20,S04,P014,2,598.0
6755,2026-07-20,S04,P017,1,11999.0
6756,2026-07-20,S04,P020,1,349.0
6757,2026-07-20,S04,P023,1,249.0
6758,2026-07-20,S04,P024,2,2598.0
6759,2026-07-20,S04,P025,3,1047.0
6760,2026-07-20,S04,P027,2,1198.0
6761,2026-07-20,S04,P028,2,598.0
6762,2026-07-20,S04,P029,5,1245.0
6763,2026-07-20,S04,P030,5,995.0
6764,2026-07-20,S04,P031,1,699.0
6765,2026-07-20,S04,P032,1,349.0
6766,2026-07-20,S04,P033,2,398.0
6767,2026-07-20,S04,P034,4,316.0
6768,2026-07-20,S04,P035,2,118.0
6769,2026-07-20,S04,P036,1,129.0
6770,2026-07-20,S04,P037,4,596.0
6771,2026-07-20,S04,P038,2,498.0
6772,2026-07-20,S04,P039,3,87.0
6773,2026-07-20,S04,P040,2,898.0
6774,2026-07-20,S05,P001,1,899.0
6775,2026-07-20,S05,P003,2,2598.0
6776,2026-07-20,S05,P005,1,199.0
6777,2026-07-20,S05,P006,4,3196.0
6778,2026-07-20,S05,P008,1,699.0
6779,2026-07-20,S05,P010,1,899.0
6780,2026-07-20,S05,P011,2,3198.0
6781,2026-07-20,S05,P014,2,598.0
6782,2026-07-20,S05,P019,1,499.0
6783,2026-07-20,S05,P020,1,349.0
6784,2026-07-20,S05,P021,2,198.0
6785,2026-07-20,S05,P023,2,498.0
6786,2026-07-20,S05,P025,1,349.0
6787,2026-07-20,S05,P028,1,299.0
6788,2026-07-20,S05,P029,1,249.0
6789,2026-07-20,S05,P030,1,199.0
6790,2026-07-20,S05,P031,1,699.0
6791,2026-07-20,S05,P033,2,398.0
6792,2026-07-20,S05,P034,3,237.0
6793,2026-07-20,S05,P035,1,59.0
6794,2026-07-20,S05,P037,3,447.0
6795,2026-07-20,S05,P039,1,29.0
6796,2026-07-20,S05,P040,1,449.0
6797,2026-07-21,S01,P001,4,3596.0
6798,2026-07-21,S01,P002,3,4497.0
6799,2026-07-21,S01,P003,4,5196.0
6800,2026-07-21,S01,P004,3,747.0
6801,2026-07-21,S01,P005,5,995.0
6802,2026-07-21,S01,P006,7,5593.0
6803,2026-07-21,S01,P007,3,3897.0
6804,2026-07-21,S01,P009,5,12495.0
6805,2026-07-21,S01,P010,5,4495.0
6806,2026-07-21,S01,P011,1,1599.0
6807,2026-07-21,S01,P014,3,897.0
6808,2026-07-21,S01,P015,4,21996.0
6809,2026-07-21,S01,P019,4,1996.0
6810,2026-07-21,S01,P020,3,1047.0
6811,2026-07-21,S01,P021,3,297.0
6812,2026-07-21,S01,P022,1,399.0
6813,2026-07-21,S01,P023,1,249.0
6814,2026-07-21,S01,P025,4,1396.0
6815,2026-07-21,S01,P028,5,1495.0
6816,2026-07-21,S01,P029,4,996.0
6817,2026-07-21,S01,P030,7,1393.0
6818,2026-07-21,S01,P032,2,698.0
6819,2026-07-21,S01,P033,3,597.0
6820,2026-07-21,S01,P034,3,237.0
6821,2026-07-21,S01,P035,3,177.0
6822,2026-07-21,S01,P036,2,258.0
6823,2026-07-21,S01,P037,2,298.0
6824,2026-07-21,S01,P038,1,249.0
6825,2026-07-21,S01,P039,1,29.0
6826,2026-07-21,S01,P040,2,898.0
6827,2026-07-21,S02,P001,3,2697.0
6828,2026-07-21,S02,P002,1,1499.0
6829,2026-07-21,S02,P003,1,1299.0
6830,2026-07-21,S02,P004,2,498.0
6831,2026-07-21,S02,P005,5,995.0
6832,2026-07-21,S02,P006,10,7990.0
6833,2026-07-21,S02,P007,2,2598.0
6834,2026-07-21,S02,P008,1,699.0
6835,2026-07-21,S02,P009,1,2499.0
6836,2026-07-21,S02,P011,1,1599.0
6837,2026-07-21,S02,P012,1,1899.0
6838,2026-07-21,S02,P013,2,7998.0
6839,2026-07-21,S02,P014,3,897.0
6840,2026-07-21,S02,P019,1,499.0
6841,2026-07-21,S02,P020,2,698.0
6842,2026-07-21,S02,P021,9,891.0
6843,2026-07-21,S02,P022,1,399.0
6844,2026-07-21,S02,P023,1,249.0
6845,2026-07-21,S02,P024,3,3897.0
6846,2026-07-21,S02,P025,1,349.0
6847,2026-07-21,S02,P026,1,799.0
6848,2026-07-21,S02,P027,1,599.0
6849,2026-07-21,S02,P028,5,1495.0
6850,2026-07-21,S02,P029,4,996.0
6851,2026-07-21,S02,P030,5,995.0
6852,2026-07-21,S02,P031,2,1398.0
6853,2026-07-21,S02,P032,1,349.0
6854,2026-07-21,S02,P034,2,158.0
6855,2026-07-21,S02,P035,4,236.0
6856,2026-07-21,S02,P036,1,129.0
6857,2026-07-21,S02,P037,3,447.0
6858,2026-07-21,S02,P039,1,29.0
6859,2026-07-21,S02,P040,2,898.0
6860,2026-07-21,S03,P001,3,2697.0
6861,2026-07-21,S03,P002,2,2998.0
6862,2026-07-21,S03,P003,7,9093.0
6863,2026-07-21,S03,P004,8,1992.0
6864,2026-07-21,S03,P005,2,398.0
6865,2026-07-21,S03,P006,14,11186.0
6866,2026-07-21,S03,P007,2,2598.0
6867,2026-07-21,S03,P008,1,699.0
6868,2026-07-21,S03,P009,5,12495.0
6869,2026-07-21,S03,P010,5,4495.0
6870,2026-07-21,S03,P011,1,1599.0
6871,2026-07-21,S03,P012,1,1899.0
6872,2026-07-21,S03,P013,1,3999.0
6873,2026-07-21,S03,P014,3,897.0
6874,2026-07-21,S03,P015,1,5499.0
6875,2026-07-21,S03,P020,1,349.0
6876,2026-07-21,S03,P021,9,891.0
6877,2026-07-21,S03,P023,1,249.0
6878,2026-07-21,S03,P024,2,2598.0
6879,2026-07-21,S03,P025,1,349.0
6880,2026-07-21,S03,P027,3,1797.0
6881,2026-07-21,S03,P028,4,1196.0
6882,2026-07-21,S03,P029,6,1494.0
6883,2026-07-21,S03,P030,8,1592.0
6884,2026-07-21,S03,P031,3,2097.0
6885,2026-07-21,S03,P033,1,199.0
6886,2026-07-21,S03,P034,11,869.0
6887,2026-07-21,S03,P035,3,177.0
6888,2026-07-21,S03,P036,4,516.0
6889,2026-07-21,S03,P038,3,747.0
6890,2026-07-21,S03,P039,1,29.0
6891,2026-07-21,S03,P040,1,449.0
6892,2026-07-21,S04,P001,3,2697.0
6893,2026-07-21,S04,P003,3,3897.0
6894,2026-07-21,S04,P004,5,1245.0
6895,2026-07-21,S04,P005,5,995.0
6896,2026-07-21,S04,P006,7,5593.0
6897,2026-07-21,S04,P007,2,2598.0
6898,2026-07-21,S04,P008,1,699.0
6899,2026-07-21,S04,P010,1,899.0
6900,2026-07-21,S04,P011,1,1599.0
6901,2026-07-21,S04,P014,4,1196.0
6902,2026-07-21,S04,P017,1,11999.0
6903,2026-07-21,S04,P018,1,8999.0
6904,2026-07-21,S04,P019,2,998.0
6905,2026-07-21,S04,P021,4,396.0
6906,2026-07-21,S04,P022,2,798.0
6907,2026-07-21,S04,P024,1,1299.0
6908,2026-07-21,S04,P025,5,1745.0
6909,2026-07-21,S04,P028,1,299.0
6910,2026-07-21,S04,P029,4,996.0
6911,2026-07-21,S04,P030,10,1990.0
6912,2026-07-21,S04,P032,4,1396.0
6913,2026-07-21,S04,P033,1,199.0
6914,2026-07-21,S04,P034,5,395.0
6915,2026-07-21,S04,P036,2,258.0
6916,2026-07-21,S04,P038,1,249.0
6917,2026-07-21,S04,P039,1,29.0
6918,2026-07-21,S04,P040,3,1347.0
6919,2026-07-21,S05,P001,1,899.0
6920,2026-07-21,S05,P002,2,2998.0
6921,2026-07-21,S05,P003,1,1299.0
6922,2026-07-21,S05,P004,1,249.0
6923,2026-07-21,S05,P005,8,1592.0
6924,2026-07-21,S05,P006,2,1598.0
6925,2026-07-21,S05,P007,1,1299.0
6926,2026-07-21,S05,P008,1,699.0
6927,2026-07-21,S05,P014,2,598.0
6928,2026-07-21,S05,P015,1,5499.0
6929,2026-07-21,S05,P019,1,499.0
6930,2026-07-21,S05,P020,2,698.0
6931,2026-07-21,S05,P021,3,297.0
6932,2026-07-21,S05,P025,3,1047.0
6933,2026-07-21,S05,P028,2,598.0
6934,2026-07-21,S05,P029,3,747.0
6935,2026-07-21,S05,P030,2,398.0
6936,2026-07-21,S05,P031,1,699.0
6937,2026-07-21,S05,P032,3,1047.0
6938,2026-07-21,S05,P034,5,395.0
6939,2026-07-21,S05,P035,1,59.0
6940,2026-07-21,S05,P037,2,298.0
6941,2026-07-21,S05,P039,1,29.0
6942,2026-07-22,S01,P001,3,2697.0
6943,2026-07-22,S01,P002,3,4497.0
6944,2026-07-22,S01,P003,2,2598.0
6945,2026-07-22,S01,P004,5,1245.0
6946,2026-07-22,S01,P005,4,796.0
6947,2026-07-22,S01,P006,8,6392.0
6948,2026-07-22,S01,P007,4,5196.0
6949,2026-07-22,S01,P008,1,699.0
6950,2026-07-22,S01,P009,3,7497.0
6951,2026-07-22,S01,P010,2,1798.0
6952,2026-07-22,S01,P011,1,1599.0
6953,2026-07-22,S01,P014,10,2990.0
6954,2026-07-22,S01,P015,1,5499.0
6955,2026-07-22,S01,P016,1,7499.0
6956,2026-07-22,S01,P017,1,11999.0
6957,2026-07-22,S01,P019,7,3493.0
6958,2026-07-22,S01,P020,2,698.0
6959,2026-07-22,S01,P021,9,891.0
6960,2026-07-22,S01,P022,2,798.0
6961,2026-07-22,S01,P023,3,747.0
6962,2026-07-22,S01,P024,2,2598.0
6963,2026-07-22,S01,P025,2,698.0
6964,2026-07-22,S01,P027,2,1198.0
6965,2026-07-22,S01,P028,4,1196.0
6966,2026-07-22,S01,P029,5,1245.0
6967,2026-07-22,S01,P030,6,1194.0
6968,2026-07-22,S01,P031,1,699.0
6969,2026-07-22,S01,P032,3,1047.0
6970,2026-07-22,S01,P033,3,597.0
6971,2026-07-22,S01,P034,3,237.0
6972,2026-07-22,S01,P035,4,236.0
6973,2026-07-22,S01,P036,4,516.0
6974,2026-07-22,S01,P037,3,447.0
6975,2026-07-22,S01,P038,3,747.0
6976,2026-07-22,S02,P001,3,2697.0
6977,2026-07-22,S02,P003,2,2598.0
6978,2026-07-22,S02,P004,4,996.0
6979,2026-07-22,S02,P005,8,1592.0
6980,2026-07-22,S02,P006,6,4794.0
6981,2026-07-22,S02,P007,4,5196.0
6982,2026-07-22,S02,P008,2,1398.0
6983,2026-07-22,S02,P009,3,7497.0
6984,2026-07-22,S02,P010,1,899.0
6985,2026-07-22,S02,P012,1,1899.0
6986,2026-07-22,S02,P013,2,7998.0
6987,2026-07-22,S02,P014,2,598.0
6988,2026-07-22,S02,P017,1,11999.0
6989,2026-07-22,S02,P018,1,8999.0
6990,2026-07-22,S02,P019,4,1996.0
6991,2026-07-22,S02,P020,1,349.0
6992,2026-07-22,S02,P021,5,495.0
6993,2026-07-22,S02,P022,1,399.0
6994,2026-07-22,S02,P023,3,747.0
6995,2026-07-22,S02,P025,4,1396.0
6996,2026-07-22,S02,P027,1,599.0
6997,2026-07-22,S02,P029,4,996.0
6998,2026-07-22,S02,P030,3,597.0
6999,2026-07-22,S02,P031,2,1398.0
7000,2026-07-22,S02,P033,2,398.0
7001,2026-07-22,S02,P034,3,237.0
7002,2026-07-22,S02,P035,5,295.0
7003,2026-07-22,S02,P036,2,258.0
7004,2026-07-22,S02,P037,1,149.0
7005,2026-07-22,S02,P039,1,29.0
7006,2026-07-22,S02,P040,1,449.0
7007,2026-07-22,S03,P001,2,1798.0
7008,2026-07-22,S03,P002,2,2998.0
7009,2026-07-22,S03,P003,5,6495.0
7010,2026-07-22,S03,P004,3,747.0
7011,2026-07-22,S03,P005,5,995.0
7012,2026-07-22,S03,P006,7,5593.0
7013,2026-07-22,S03,P007,1,1299.0
7014,2026-07-22,S03,P008,1,699.0
7015,2026-07-22,S03,P009,3,7497.0
7016,2026-07-22,S03,P010,2,1798.0
7017,2026-07-22,S03,P011,3,4797.0
7018,2026-07-22,S03,P012,2,3798.0
7019,2026-07-22,S03,P013,4,15996.0
7020,2026-07-22,S03,P014,1,299.0
7021,2026-07-22,S03,P017,2,23998.0
7022,2026-07-22,S03,P018,1,8999.0
7023,2026-07-22,S03,P019,1,499.0
7024,2026-07-22,S03,P020,8,2792.0
7025,2026-07-22,S03,P021,14,1386.0
7026,2026-07-22,S03,P022,1,399.0
7027,2026-07-22,S03,P023,2,498.0
7028,2026-07-22,S03,P024,4,5196.0
7029,2026-07-22,S03,P025,4,1396.0
7030,2026-07-22,S03,P026,1,799.0
7031,2026-07-22,S03,P027,1,599.0
7032,2026-07-22,S03,P029,7,1743.0
7033,2026-07-22,S03,P030,5,995.0
7034,2026-07-22,S03,P031,2,1398.0
7035,2026-07-22,S03,P032,1,349.0
7036,2026-07-22,S03,P033,2,398.0
7037,2026-07-22,S03,P034,9,711.0
7038,2026-07-22,S03,P035,3,177.0
7039,2026-07-22,S03,P036,2,258.0
7040,2026-07-22,S03,P037,1,149.0
7041,2026-07-22,S03,P038,3,747.0
7042,2026-07-22,S03,P039,1,29.0
7043,2026-07-22,S03,P040,1,449.0
7044,2026-07-22,S04,P001,3,2697.0
7045,2026-07-22,S04,P002,4,5996.0
7046,2026-07-22,S04,P004,2,498.0
7047,2026-07-22,S04,P005,4,796.0
7048,2026-07-22,S04,P006,9,7191.0
7049,2026-07-22,S04,P007,1,1299.0
7050,2026-07-22,S04,P008,2,1398.0
7051,2026-07-22,S04,P009,2,4998.0
7052,2026-07-22,S04,P010,4,3596.0
7053,2026-07-22,S04,P011,2,3198.0
7054,2026-07-22,S04,P012,1,1899.0
7055,2026-07-22,S04,P014,2,598.0
7056,2026-07-22,S04,P015,1,5499.0
7057,2026-07-22,S04,P016,1,7499.0
7058,2026-07-22,S04,P018,1,8999.0
7059,2026-07-22,S04,P019,2,998.0
7060,2026-07-22,S04,P020,4,1396.0
7061,2026-07-22,S04,P021,6,594.0
7062,2026-07-22,S04,P022,1,399.0
7063,2026-07-22,S04,P023,4,996.0
7064,2026-07-22,S04,P024,1,1299.0
7065,2026-07-22,S04,P025,1,349.0
7066,2026-07-22,S04,P028,2,598.0
7067,2026-07-22,S04,P029,4,996.0
7068,2026-07-22,S04,P030,4,796.0
7069,2026-07-22,S04,P032,1,349.0
7070,2026-07-22,S04,P033,2,398.0
7071,2026-07-22,S04,P034,12,948.0
7072,2026-07-22,S04,P035,2,118.0
7073,2026-07-22,S04,P036,1,129.0
7074,2026-07-22,S04,P037,2,298.0
7075,2026-07-22,S04,P038,3,747.0
7076,2026-07-22,S04,P039,2,58.0
7077,2026-07-22,S05,P001,6,5394.0
7078,2026-07-22,S05,P004,1,249.0
7079,2026-07-22,S05,P005,2,398.0
7080,2026-07-22,S05,P006,3,2397.0
7081,2026-07-22,S05,P007,1,1299.0
7082,2026-07-22,S05,P008,1,699.0
7083,2026-07-22,S05,P009,2,4998.0
7084,2026-07-22,S05,P010,2,1798.0
7085,2026-07-22,S05,P011,1,1599.0
7086,2026-07-22,S05,P012,2,3798.0
7087,2026-07-22,S05,P013,1,3999.0
7088,2026-07-22,S05,P014,1,299.0
7089,2026-07-22,S05,P015,2,10998.0
7090,2026-07-22,S05,P017,1,11999.0
7091,2026-07-22,S05,P019,1,499.0
7092,2026-07-22,S05,P020,1,349.0
7093,2026-07-22,S05,P021,6,594.0
7094,2026-07-22,S05,P025,2,698.0
7095,2026-07-22,S05,P027,1,599.0
7096,2026-07-22,S05,P028,3,897.0
7097,2026-07-22,S05,P029,4,996.0
7098,2026-07-22,S05,P030,1,199.0
7099,2026-07-22,S05,P031,1,699.0
7100,2026-07-22,S05,P032,1,349.0
7101,2026-07-22,S05,P035,1,59.0
7102,2026-07-22,S05,P036,3,387.0
7103,2026-07-22,S05,P037,1,149.0
7104,2026-07-23,S01,P001,1,899.0
7105,2026-07-23,S01,P002,3,4497.0
7106,2026-07-23,S01,P003,3,3897.0
7107,2026-07-23,S01,P004,4,996.0
7108,2026-07-23,S01,P005,4,796.0
7109,2026-07-23,S01,P006,6,4794.0
7110,2026-07-23,S01,P007,2,2598.0
7111,2026-07-23,S01,P011,1,1599.0
7112,2026-07-23,S01,P012,1,1899.0
7113,2026-07-23,S01,P013,1,3999.0
7114,2026-07-23,S01,P014,3,897.0
7115,2026-07-23,S01,P016,1,7499.0
7116,2026-07-23,S01,P018,1,8999.0
7117,2026-07-23,S01,P019,1,499.0
7118,2026-07-23,S01,P020,3,1047.0
